Status,Name,Category,Description,Image,Influence Mapping,Collection,Language,Commissioner,Publisher,Publisher is Journalistic?,Publisher Country,Partners,Rationale (Why?),Approach (How?),Narrative,Query,Geographic Map,Timelines,Lists,Network Viz,Other  Viz,Export,Thematic Focus,Issue addressed,Keywords,Geographic Focus,Intended Impact,Target Audience,Online audience reached,Does the project have a twitter account?,Twitter Followers,Publisher's Twitter Followers (if needed),Google Page Rank,Newspasper's/Publisher's Page Rank (if applicable),Alexa Pange Rank,Newspaper's / Publisher's Alexa Page Rank (if applicable),OSE Domain Authority Rank,Marketing Grader Rank,Comments,News source,Offline Audience Reached,Outcome,Update date,Attempts against the project ,Attempts against the project #2,URL,Code URL,Code URL 2,,Technical Architecture Documentation,Technical Documentation URL,Technical Documentation URL 2,Schema Documentation,Design Documentation,API Documentation,Description2,Screenshot,Tool,Tool,Tool,DB,Other DB,Frontend,Frontend,Frontend,Backend,Backend,Backend,Frontend Language,Frontend Language 2,Backend Language,Backend Language 2,Data Format,Data Format 2,Data Standard,Other tools,Data Source 1,Data Source 2,Data Source 3,Data Source 4,Data Source 5,,,Collection,Storage,Processing,Publication,Tech Best Practice 1,Tech Best Practice 2,Tech Best Practice 3,Team Size,Research,Data Science,Engineering,Design,Project Methodology,Open Source,Open data,Budget,Contracting,Risk Planning,Sustainability Planning,Data Modeling,Ethical Collection,Ethical storage,Data collection,Data Collection #2,Data verification,Data cleaning,Data Analysis,Data Description,Data Licencing,Ethical publishing,Ethical publishing #2,Data Publishing Mode,Practice1,Practice1URL,Practice2,Practice2URL,Practice3,Practice3URL,Misc,Phase,Project start date,Launch date,Most recent update,Regularly Updated,Notes,Alternate News Sources,,
For Review Jun,InfluenceMap,Investigation ,Influence Map measures and lists corporate influence on climate policy worldwide,http://influencemap.org/site/img/IM_Logo.png,Yes,Single,English,"Tellus Mater, The Joseph Rowntree Charitable Trust",Influence Map,,UK,,,Influence Map uses data from company records and third party sources to assess the company's engagement with climate issues according to a documented ranking system,Yes,,,,yes,,,,Environment,Exposing corporate influence in climate policy,"ranking, influencemap, corporate influence, greenwashing, database, climate change, climate policy",World,Movement Building,Broad Professional/Sectoral,International,yes,338,,n.a,,"2,498,504",,35/100,53/100,,High ,International,The September Influence Map study has been widely cited in the run-up to COP21,7/12/2015,N/A,,influencemap.org,,,,,,,,,,"We are a neutral and independent UK-based non-profit whose remit is to map, analyze and score the extent to which corporations are influencing climate policy and legislation worldwide. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Dedicated,Dedicated,Dedicated,Dedicated,Traditional,No,,N/A,N/A,N/A,N/A,List,Guidelines,N/A,External Sources,Trained Collectors,N/A,Manual,Classification / Tagging / Categories / Linking,Basic,Restricted,Cited Sources,Signed project,Scrapable,Organise,http://influencemap.org/page/Our-Methodology#Assessment-de8396f64bf67ca12de3402ebc0f86a2,Organise,http://influencemap.org/page/Our-Methodology#Scoring-c192b0893758ccf89306127081c0fdc3,Collect,http://influencemap.org/page/Our-Methodology#Data-Sources,,Final Product,2015,2015,2015,yes,,,,
Finalising,K-Monitor,Data provider,K-Monitor hosts a database of online articles revealing corruption and tracking public spending and public procurement in Hungary,http://k-monitor.hu/skin_1/images/head/logo.jpg,Yes,Single,Hungarian,"CEE Trust, Open Society Institute, EU DG Home, Visegrad Fund, NGO Fund, French Embassy, Individuals",K-Monitor,y,Hungary,"Tasz, Transparency International, Trust for Civil Society in Central and Eastern Europe, Open Society Foundation",,K-Monitor develops IT tools and databases to facilitate civil oversight on public money and to detect corruption in Hungary.,yes,yes,,,,,,,Finance,Exposing financial corruption in the use of public funds,"corruption, Hungary, news database, K Monitor, tracking, public spending",Hungary,Awareness Raising,General Public,International,Yes,118,,5,,"1,791,634",,34/100,,,High ,National,N/A,7/12/2015,Legal action,,https://www.k-monitor.hu,https://github.com/k-monitor,,,,,,,,,"K-Monitor is an anti-corruption grass root NGO founded in 2007. K-Monitor strives against corruption and promotes the transparency of public spending in Hungary. K-Monitor operates open data websites, conducts research and advocates for legal reform.  With the contribution of our researches, analyses and recommendations, we aim to challenge and overcome the social indifference to corruption, to raise awareness and disseminate knowledge. We truly believe that information technology can contribute to a more open, more transparent and more democratic way of governing. Therefore K-Monitor develops databases and online tools by which public expenses become trackable, and decision makers can be hold accountable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Dedicated,Some,Dedicated,Some,N/A,Yes,No,N/A,N/A,N/A,N/A,List,Informal guidelines,N/A,Crowdsourced,,N/A,N/A,Classification / Tagging / Categories / Linking,Basic,N/A,,N/A,Scrapable,Collect,http://k-monitor.hu/egyeb/felhasznalasi-feltetelek,,,,,,Final Product,2007,,2015,yes,,,,
Done,DueDil,Data provider,DueDil is a paying searchable database which stores data about private companies and their directors,https://www.duedil.com/sites/default/themes/duedil_web/images/logo-downloads/duedil_logo_color_high_res.jpg,Maybe,Single,English,,DueDil,,UK,,,DueDil has created a search engine and database (for profit) which allows you to have access to legal and financial data on an large index of European private companies and people who run them,yes,yes,yes,,yes,,yes,yes,Corporations,Financial links between companies and influential people,"finance, tax records, companies, corporations, relationships, database, europe",Europe,Research,Broad Professional/Sectoral,International,Yes,7421,,5,,"16,678",,43/100,81/100,,Very High,International,N/A,7/12/2015,N/A,,https://www.duedil.com/,,,,,,,,,,"DueDil is a private company research tool for B2B lead generation and risk management
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,None,N/A,Dedicated,Dedicated,N/A,No,No,N/A,N/A,N/A,N/A,Complex,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,Restricted,Not documented,,API,,,,,,,,Final Product,,2011,2015,yes,,,,
Done,Mapa de Medios,Who's who,Mapa de Medios enables you to browse through lists and information about the media industry in Colombia and Chile,N/A,Yes,Collection,Spanish,Open Society Foundation,Poderopedia,,Chile,"Poderopedia Colombia, Poderopedia Chile, Consejo de Redacción, Universidad Alberto Hurtado, Pontificia Universidad Javeriana",,Mapa de Medios compiled list of all the media in Chile and Colombia from multiple open sources and investigative research strategies. The database gives information about ownership structures and provides analyses of the media industries in LATAM.,yes,yes,,,yes,,Yes,yes,Media,Media ownership,"Poderopedia, Chile, Colombia, media, ownership, database, relationships",Chile and Colombia,Awareness Raising,Broad Professional/Sectoral,Large Network,No,,10.3K,n.a.,5,"183,011","239,935",42/100,Error,,Medium,International,N/A,7/12/2015,N/A,,http://apps.poderopedia.org/mapademedios/index/,https://github.com/poderomedia/mapa-de-medios,,,,,,,,,"El Mapa de Medios es una base de datos de los medios de comunicación de Chile y Colombia. y de sus propietarios. Incluye cuales son los grandes grupos de medios y propietarios de medios de cada país, más las leyes y fuentes de investigación usadas para construir esta aplicación.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Dedicated,Some,Some,Dedicated,Traditional,yes,yes,N/A,N/A,No planning,N/A,List,Guidelines,N/A,Trained Collectors,Crowdsourced,Corroborated,N/A,Classification / Tagging / Categories / Linking,N/A,Open,Cited Sources,Signed project,Dump,Organise,https://github.com/poderomedia/mapa-de-medios,Publish,http://apps.poderopedia.org/mapademedios/datos/,,,,Beta version,2015,2015,2015,yes,,,,
Done,Political Party Time,Data provider,Political Party Time tracks the political fundraising circuit one party at a time,http://assets.politicalpartytime.org/1.0/images/logo.png,Yes,Collection,English,Sunlight Foundation,Sunlight Foundation,,US,,,"By gathering public and private events invitations and even crowdsourcing them though a anonymous submission form, Political Party Time tracks the agenda of politicians, from meetings to fundraisers - and the events' hosts.",Yes,Yes,,,Yes,,,Yes,Exposure,Corporate and lobby presence in politics,"parties, US, Sunlight Foundation, politics, follow the money, lobbying, corruption, campaigns",US,Awareness Raising,Broad Professional/Sectoral,International,Yes,1552,,5,,"1,351,211",,51/100,67/100,,High ,National,Political Party Time has given transparency on a much-neglected vehicle of lobbying in politics,7/12/2015,N/A,,http://politicalpartytime.org/,https://github.com/sunlightlabs/partytime-docs,,,,,,,,,"Party Time documents the political fundraising circuit. From the early morning hours until late at night, there are opportunities for members of Congress, presidential and congressional candidates to meet with supporters behind closed doors, press them for money and party. Breakfasts, luncheons, barbecues, golfing outings, receptions, concerts, basketball, baseball, football—the social whirl is endless.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Some,Dedicated,Dedicated,Dedicated,Agile,yes,No,N/A,N/A,No planning,Updated,List,Informal guidelines,N/A,External Sources,Crowdsourced,Spot Check,N/A,Classification / Tagging / Categories / Linking,Basic,Public,Signed project,Anonymization of datasets ,API,Publish,http://politicalpartytime.org/api/,,,,,,Final Product,2008,2008,2015,yes,,,,
Done,Open Charities,Data provider,Open Charities is a web application that allows you to explore basic data about UK charities,N/A,Maybe,Collection,English,Pushrod,Pushrod,,England,,,"Using scraped data from the Charity Commission website, Open Charities make available basic information about thousands of charities in England and Wales through an API and bulk data. ",,Yes,,,Yes,,,Yes,Exposure,Tracking charities ,"charities, England, Open Charities, community, nonprofit, money, Wales",England and Wales,Movement Building,General Public,Confidential,Yes,359,,5,,,"454,185",45/100,62/100,,N/A,Regional ,,12/8/2014,N/A,,http://opencharities.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Dedicated,Some,Dedicated,Some,Agile,Yes,Yes,N/A,N/A,N/A,N/A,List,N/A,,External Sources,,N/A,N/A,Classification / Tagging / Categories / Linking,Basic,Open,Signed project,,API,Collect,http://opencharities.org/info/about,,,,,,Alpha,2010,2015,2015,yes,,,,
Done,Who do they Serve,Who's who,Who do They Serve shows relationships within powerful elite systems,N/A,Yes,Single,English,Self-commissionned,,,UK,,,"Who do They Serve mapped relationships between individuals, corporations and worldwide networks by scraping Wikipedia articles and shed light on their ties and uncover possible conflicts of interests.",,,,,Yes,Yes,,Yes,Exposure,Shadow influence,"power relationships, economic interests, institutional powers, network viz, who's who",World,Awareness Raising,General Public,N/A,No,N/A,N/A,1,,"2,190,973",,13/100,18/100,,N/A,N/A,N/A,10/12/2015,N/A,,http://www.whodotheyserve.com/,https://github.com/dizzib/WhoDoTheyServe.com,,,,,,,,,"WhoDoTheyServe.com is a non-profit opensource effort to map the
global political, financial and corporate power structure at the highest levels.
A secondary purpose is to highlight possible conflict of interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,Some,None,Some,Some,N/A,Yes,No,N/A,N/A,No planning,Updated,Relational,No guidelines,N/A,External Sources,,No,N/A,Classification / Tagging / Categories / Linking,No,Public,Not documented,,API,,,,,,,,Final Product,N/A,N/A,2015,Yes,,,,
Done,openAFRICA,Data provider,openAFRICA is an independent source for open data on the African continent,N/A,No,Single,English,"Google, Code for Africa, ICFJ, Open Knowledge, World Bank Group",Code for Africa,,Kenya,,,openAfrica acts as a central repository for datasets liberated from elsewhere,,yes,,,yes,,,yes,Open Data,Data accessibility,"database, Africa, open data, repository",African continent,Research,General Public,International,no,,1587,4,4,"2,069,965","1,860,201",28/100,63/100,,Some,International,N/A,22/10/2015,N/A,,http://africaopendata.org/,https://github.com/CodeForAfrica/ckanext-openafrica,,,,,,,,,"openAFRICA aims to be largest independent repository of open data on the African continent. openAFRICA is not a government portal. It is instead a grassroots initiative, maintained by Code for Africa as a public service. The platform is therefore available as a free resource for ordinary citizens, civil society organisations, civic activists, the media, and government agencies. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,Dedicated,None,Dedicated,Dedicated,Agile,Yes,Yes,N/A,N/A,Minimal,N/A,Documents,Guidelines,N/A,External Sources,Crowdsourced,N/A,N/A,Classification / Tagging / Categories / Linking,N/A,Open,Anonymization of datasets ,Signed project,API,Collect,http://africaopendata.org/about,Organise,http://africaopendata.org/about,Publish,http://africaopendata.org/about/faq,,Beta version,2012,2014,2015,yes,,,,
Done,LittleSis,Data provider,LittleSis is a free database of who-knows-who at the heights of business and government,http://s3.amazonaws.com/pai-littlesis/images/system/lilsis-logo-trans-200.png,Yes,Single,English,Public Accoutability Initiative,LittleSis,,US,,,"LittleSis is a database of relationships between influential actors, gathered either by individuals or automatically from trusted sources. It aims to support investigations and network visualizations of all kinds to expose influential networks. ",,yes,,,yes,yes,yes,Yes,Exposure,Relationships between influential actors,"LittleSis, database, influence, relationships",World,Awareness Raising,Broad Professional/Sectoral,International,Yes,3046,,5,,"452,243",,43/100,54/100,,Very High,International,LittleSis has enabled activists and journalists to expose and report on links between people in the halls of power and corporations,7/12/2015,N/A,,http://littlesis.org/,https://github.com/littlesis-org/littlesis,,,,,,http://api.littlesis.org/documentation,,,LittleSis is a free database detailing the connections between powerful people and organizations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,Some,Dedicated,Dedicated,Dedicated,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Relational,N/A,,External Sources,Crowdsourced,N/A,N/A,N/A,N/A,N/A,Signed project,,API,Collect,http://littlesis.org/features,,,,,,Final Product,2008,2009,2015,yes,,,,
Done,They Rule,Who's who,They Rule provides glimpses of some of the relationships of the US ruling class,http://theyrule.net/drupal/sites/theyrule.net.drupal/files/tr_theme_logo.png,Yes,Single,English,FutureFarmers,Josh On,,US,"Littlesis, Renew Media (now Media Artists)",,They Rule use data from LittleSis to expose networks of powers by displaying and enabling people to map the social relationships between entities and elite powers.,,Yes,,,Yes,Yes,,,Exposure,Tracking power structures,"viz, power structures, relationships, ","US
",Movement Building,General Public,N/A,No,,,5,,"2,043,453",,56/100,39/100,,Medium,International,Part of a paradigm shift of using visualisations for activism http://www.bcs.org/upload/pdf/ewic_ev10_s1paper2.pdf,19/10/2015,N/A,,http://www.theyrule.net,,,,,,,,,,They Rule aims to provide a glimpse of some of the relationships of the US ruling class.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One person,Some,None,Outsourced,Some,Agile,No,No,N/A,N/A,No planning,No planning,Relational,No guidelines,N/A,External Sources,,Spot Check,N/A,Simple,No,Restricted,N/A,,Scrapable,Collect,http://theyrule.net/about,,,,,,Final Product,2001,2001,2011,not anymore,,,,
Done,Parltrack,Data provider,"Parltrack is a free database of European Union dossiers, comittees meetings and the people who contributed to them
",N/A,Yes,Single,English,Self-commissioned,,,Europe,,,"Using the data from europarl.europa.eu, Parltrack provides information on dossiers, representatives, vote results and committee agendas. Users can consult them and track specific dossiers by suscribing to RSS feeds or email updates.",,Yes,,,Yes,,,Yes,Lobbying,Policy making ,"European Parliament, politics, lobbying, experts, Europe",Europe,Research,Broad Professional/Sectoral,Small Network,yes,358,,5,,"2,774,523",,41/100,45/100,,Some,International,"ParlTrack is lauded by hacktivists as one of the cornerstones of the transparency movement, says Politico ",7/12/2015,N/A,,http://parltrack.euwiki.org,https://github.com/civicdataeu/parltrack,,,,,,,,,"Parltrack is a European initiative to improve the transparency of legislative processes. It combines information on dossiers, representatives, vote results and committee agendas into a unique database and allows the tracking of dossiers using email and RSS. Most of the data presented is also available for further processing in JSON format. Using Parltrack it's easy to see at a glance which dossiers are being handled by committees and MEPs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One person,Some,Dedicated,Dedicated,Some,Agile,Yes,Yes,Self-funded,N/A,Sensitive,Temporary,Documents,No guidelines,N/A,External Sources,,No,N/A,Classification / Tagging / Categories / Linking,Basic,Public,Cited Sources,,Dump,Collect,http://parltrack.euwiki.org,Organise,http://parltrack.euwiki.org,,,,Final Product,2011,2011,2015,yes,,,,
Done,Cargografías,Data provider,Cargografias allows you to explore the timelines of the electoral mandates of the Argentinian representatives. ,http://www.cargografias.org/img/logo.png,Yes,Single,Spanish,"Self-commissionned, ICFJ, World Bank Institute",Cargografias,,Argentina,"Hacklabs,",,"Cargografias mapped the duration of electoral mandates of all Argentinian political representatives, with timelines. They also provinde statistics about the number of political mandates. Cargografias provides a more transparent picture of Argentian politics and trajectories of the Argentinian politicians.",,Yes,,Yes,Yes,,Yes,Yes,Politics,Tracking political trajectories,"politics, argentina, timeline, terms of office",Argentina,Awareness Raising,General Public,Small Network,Yes,1099,,3,,"4,965,419",,28/100,29/100,,Some,National,N/A,"Oct 8, 2015",N/A,,http://www.cargografias.org/,https://github.com/cargografias,,,,,,,,,Cargografias is an experimental visualization tool that reveals the careers of the politicians inside the state.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,Dedicated,Dedicated,Dedicated,Dedicated,Agile,Yes,No,Small Project,N/A,No planning,Updated,Complex,No guidelines,N/A,External Sources,,Corroborated,N/A,Classification / Tagging / Categories / Linking,Basic,Public,Cited Sources,Signed project,Dump,,,,,,,,Version 4.0,2012,2013,2015,yes,,,,
Done,Trade Advisory Commitee and Industry relationships,Who's who,Discover the profiles of the Obama administration's corporate-heavy network of official trade advisers,N/A,Yes,Single,English,Self-commissionned,Washington Post,y,USA,"N/A
",,"Through a visualization of the network of the Trade office advisers working within the Obama administration, this project draws attention on the corporate interests that might influence the Trade Advisory Commitee's decisions and orientations.",Yes,,,,,,"Yes
",,Lobbying,Tracking corporate influence,"politics, obama, industry, US, ",United States,Awareness Raising,General Public,International,No,N/A,,N/A,8,,199, 96 /100 ,61/100,,Some,National,N/A,"Oct 8, 2015",N/A,,http://www.washingtonpost.com/wp-srv/special/business/trade-advisory-committees/,N/A,,,,,,,,,"The Obama administration's corporate-heavy network of official trade 
advisers has emerged as a point of sharp contention in a process that 
has been criticized by members of Congress and others as low on public 
transparency. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,Some,None,None,None,Traditional,No,No,N/A,No,No planning,Static,Relational,No guidelines,N/A,External Sources,,Corroborated,N/A,Classification / Tagging / Categories / Linking,No,Restricted,Cited Sources,Signed project,No,,,,,,,,Final product,2014,2014,2014,no,,,,
Done,The Next to Die,Investigation ,The Next to Die sheds light on upcoming executions in US states,N/A,Maybe,Single,English,Self-commissionned,"The Marshall Project
",,United States,"AL.com, The Atlanta Journal-Constitution, The Frontier, Houston Chronicle, St Louis Public Radio, Tampa Bay Times, The Virginian pilote",,"Using data from the Death Penalty Information Center and other invesgative methods, the Next To Die narrates, visualizes the Death penalty system in the US and advocates for a radical change of policy",Yes,,,,,,yes,,Justice,,"stories, prison, US, advocacy, penitentiary system, journalism ",US,Awareness Raising,General Public,National,Yes,435,22.6K,N/A,N/A,108.2,"116,693",41/100,70/100,,Some,National,N/A,19/10/2015,N/A,,https://www.themarshallproject.org/next-to-die,,,,,,,,,,"
Raises awareness about the necessity of a US penitental system's reform and provides exhaustive data on criminal justice in the US ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,Dedicated,Some,None,Dedicated,Traditional,No,No,N/A,N/A,No planning,No planning,Documents,No guidelines,N/A,Trained Collectors,External Sources,Corroborated,N/A,Simple,No,Restricted,Cited Sources,Signed project,No,,,,,,,,Final Product,2015,2015,N/A,Yes,,,,
For review Jun,Justiciapedia,Who's who,Justiciapedia shows the connections between people working within the judicial system in Argentina,,Yes,Single,Spanish,NED,Chequeado,,Argentina,,,"Justiciapedia uses open data, such as CVs and court documents, to show social networks maps and profiles of the lawyers, judges and prosectors. The maps and profiles are linked to the documents and data that supports them. ",,"Yes
",,,Yes,Yes,,,Justice,Abuses of power,"popolo, judiciary system, Argentina, who's who, network viz, database, poderopedia, justice",Argentina,Movement Building,General Public,Small Network,No,,119K,N/A,4,"142,867","105,354",41/100,78/100,,Some,Local,N/A,19/10/2015,N/A,,http://chequeado.com/justiciapedia/,,,,,,,,,,"A platform based on open data that shows some of the relationships between administrators of Justice: judges, lawyers and prosecutors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,Dedicated,Some,Outsourced,Some,Traditional,No,No,N/A,N/A,No planning,No planning,Documents,No guidelines,N/A,Trained Collectors,External Sources,Corroborated,N/A,Classification / Tagging / Categories / Linking,Detailed,Restricted,Signed project,Cited Sources,Scrapable,Collect,http://chequeado.com/justiciapedia/metodo/,,,,,,Final Product,2015,2015,2015,yes,,,,
Done,China's African spending spree,Investigation ,This Al Jazeera investigation highlights African infrastructure financed by China,N/A,Yes,Single,English,Al Jazeera,Al Jazeera,y,Qatar,,,,Yes,,Yes,,,,Yes,,Exposure,Tracking economic diplomacy,"journalism, financial flows, Africa, China, geodata, viz",Africa,Awareness Raising,General Public,International,No,,156K,,9,,1698,90/100,85/100,,Some,N/A,N/A,19/10/2015,N/A,,http://www.aljazeera.com/indepth/interactive/2014/03/interactive-china-african-spending-spree-2014320121349799136.html,,,,,,,,,,This projects maps Chinese funded projects from mines to research centers on the whole African continent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,Dedicated,Some,Outsourced,Dedicated,Traditional,No,No,N/A,N/A,Minimal,No planning,Documents,No guidelines,N/A,Trained Collectors,,Corroborated,N/A,Simple,No,Restricted,N/A,,No,,,,,,,,Final Product,2015,2015,2015,not anymore,,,,
Done,Open Corporates Financial Visualizations,Geocoded data,Open Corporates Financial Visualisation shines a light the complex structures of 7 of the biggest corporations in the world,N/A,Yes,Single,English,Chrinon Ltd ,Chrinon Ltd ,,UK,,,"Using data from Open Corporates, this visualisation maps the structure of worlwide corporate entities to track and show in which countries - and tax havens - they are based",,,Yes,,Yes,,Yes,,Finance,Corporate structures,"financial flows, geodata, open corporates, viz, finance tracking ",World,Research,Broad Professional/Sectoral,International,No,,3349,5,6,"34,328","34,328",,N/A,,Some,International,N/A,19/10/2015,N/A,,https://opencorporates.com/viz/financial/index.html,,,,,,,,,,Open Corporates Financial Visualisation maps corporate structures around the globe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,None,Dedicated,Some,Dedicated,N/A,Yes,Yes,N/A,N/A,No planning,No planning,Complex,No guidelines,N/A,External Sources,,Spot Check,N/A,Classification / Tagging / Categories / Linking,Machine Readable,Open,Signed project,,API,Organise,https://opencorporates.com/info/licence,Publish,http://api.opencorporates.com/,,,,Final Product,2010,2010,2015,yes,,,,
Done,NSA Surveillance Lawsuit Tracker,Data provider,ProPublica's NSA Surveillance Lawsuit tracker lists and gives that status of key lawsuits brought against the National Surveillance Agency for their surveillance activities ,N/A,Maybe,Single,English,ProPublica,ProPublica,y,US,,,,,,,,Yes,,,,Justice,Tracking legal action against the NSA surveillance's system  ,"surveillance, justice, US, lawsuits, NSA, pro publica, journalism, government",US,Awareness Raising,General Public,International,No,,409K,,7,,"342,430",84/100,80/100,,Medium,International,N/A,22/10/2015,N/A,,http://projects.propublica.org/graphics/surveillance-suits,,,,,,,,,,Rundown of key lawsuits about surveillance by the NSA in the US.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,Dedicated,None,None,Some,Agile,No,No,N/A,N/A,No planning,No planning,List,No guidelines,N/A,Trained Collectors,,Corroborated,N/A,Simple,Basic,Restricted,Signed project,,Scrapable,,,,,,,,Final Product,2013,2013,2015,yes,,,,
Done,"Non Profit Explorer
",Data provider,Nonprofit explorer is a database showing the tax returns and financial details of tax exempt organisations,N/A,Yes,Single,English,ProPublica,ProPublica,y,US,,,ProPublica source IRS data on tax exempt organisations and have created a database allowing this information to be explored easily,,Yes,,,Yes,,,,Exposure,Tracking ,"non profit, financial information, US, propublica, journalism, oversight",US,Research,Broad Professional/Sectoral,International,No,,409K,,7,,"342,430",84/100,80/100,,Some,National,Facilitates journalistic research into non-profits http://journalistsresource.org/tip-sheets/reporting/investigating-nonprofits-and-charities-where-to-find-internal-data-and-public-records and helps the public to decide to which non-profits to donate http://mashable.com/2015/11/30/giving-tuesday-impact/#eMdXhL8kbPqA,22/10/2015,N/A,,https://projects.propublica.org/nonprofits/,,,,,,,,,,Use this database to search over 1.8 million tax returns from tax-exempt organizations and see financial details such as their executive compensation and revenue and expenses. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,Some,None,Dedicated,Some,Traditional,No,No,N/A,No,No planning,No planning,List,No guidelines,N/A,External Sources,,Spot Check,N/A,Simple,Basic,Restricted,Cited Sources,,API,Publish,https://projects.propublica.org/nonprofits/api,Collect,https://projects.propublica.org/nonprofits/,Publish,https://www.propublica.org/about/propublica-data-terms-of-use,,Final Product,2012,2013,2015,yes,,,,
Done,Boletín Oficial.info,Data provider,Boletín Oficial is a database and search tool for exploring contracts related to state budgets and public spending  ,http://boletinoficial.info/img/logo.png,Maybe,Single,English,ICFJ, Boletín Oficial,,Argentina,,,"Boletin Oficial is a searchable database, created from PDF documents from Argentina's official journals, covering legislature, company information and legal notices, governmental procurement and internet domains. ",,Yes,,,Yes,,,,Exposure,Tracking public private partnerships,"database, boletin oficial, argentina, legal information, ","Argentina
",N/A,Broad Professional/Sectoral,Small Network,Yes,67,,N/A,,No,,12/100,38/100,,Some,National,N/A,22/10/2015,N/A,,http://boletinoficial.info/index.php,,,,,,,,,,Database listing all the official published documents within the Argentinian official journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,Dedicated,None,Some,Outsourced,Traditional,No,No,N/A,N/A,No planning,No planning,Documents,No guidelines,N/A,External Sources,Trained Collectors,Spot Check,N/A,Simple,Basic,Partial,Cited Sources,Signed project,Scrapable,,,,,,,,Beta Version,2015,2015,2015,yes,,,,
Done,Siyazana,Data provider,Siyazana is a tool that allows users to investigate connections between the public and private spheres in South African politics,http://siyazana.co.za/static/images/logo.svg,Yes,Single,English,ICFJ,Institute for Security Studies,m,South Africa,"Institute for Security Studies, African Network of Centers for Investigative Reporting",,"Siyazana is a database of influential people in South Africa, compiled from a wide variety of sources. It allows users to explore the connections between the public and private spheres of politicians and companies.",,Yes,,,Yes,Yes,,Yes,Exposure,Political and corporate transparency,"database, politics, corporations, south africa, grano, ",South Africa,Awareness Raising,Broad Professional/Sectoral,Small Network,no,,,N/A,,N.A,,13/100,38/100,,Some,Regional ,N/A,22/10/2015,N/A,,http://siyazana.co.za/,https://github.com/ANCIR/siyazana.co.za,,,,,,,,,"Siyazana provides users with a tool to investigate the connections that exist between the private and public spheres in South Africa. Specifically, it provides a unique insight into the financial connectivities that can, and often do, determine how, when, and why money is expended by government.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,Dedicated,Dedicated,Dedicated,Dedicated,Agile,Yes,Yes,N/A,N/A,No planning,No planning,Relational,No guidelines,N/A,Trained Collectors,External Sources,Corroborated,N/A,Graph,Basic,Open,Cited Sources,,Dump,Collect,http://siyazana.co.za/pages/data.html,Publish,http://siyazana.co.za/pages/data.html,,,,Final Product,2014,2015,N/A,yes,,,,
Done,Corpwatch Croctail,Data provider,CrocTail provides an interface for browsing information about several hundred thousand U.S. publicly traded corporations and their foreign subsidiaries,http://croctail.corpwatch.org/img/crocHeader.jpg,Yes,Single,English,Sunlight Foundation,CorpWatch ,,US,,,CrocTail uses the CorpWatch API to “scrape” data from the US Securities and Exchange Commission's database and processes it to create a well-structured interface for programs to query and process company and subsidiary data,,yes,yes,,yes,,,yes,Finance,Tracking corporate entities,"database, map, corporations, subsidiaries, SEC",World,Research,Broad Professional/Sectoral,Small Network,no,,,4,,"547,390",,69/100,34/100,,Some,N/A,N/A,22/10/2015,N/A,,http://croctail.corpwatch.org/,,,,,,,https://gist.github.com/jpmckinney/6c9f23836b741c4887ab,,,CrocTail provides an interface for browsing information parsed from SEC filings about several hundred thousand U.S. publicly traded corporations and their foreign subsidiaries.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,Some,Dedicated,Outsourced,Outsourced,Traditional,No,No,N/A,N/A,N/A,N/A,List,N/A,,External Sources,,Spot Check,N/A,Classification / Tagging / Categories / Linking,Basic,Public,Signed project,Cited Sources,Dump,Collect,http://croctail.corpwatch.org/about.php,Organise,http://croctail.corpwatch.org/about.php,,,,Final Product,,2009,2015,yes,,,,
